org,max_slope,r2,intercept
Lacticaseib_40°C,6.168631081158762,0.9998736279512924,17.140881723856626
Lacticaseib_50°C,6.156636104230918,0.9999406009949358,15.661001445384263
Lacticaseib_37°C,5.91031068517704,0.99998341271219,18.525087781595047
Lacticaseib_60°C,5.185257169092377,0.9999513538904818,9.178858794641247
abiotic_control,0.1328015302725246,0.9996532593619972,-1.5657845858166244
buffer,0.006425880497057741,0.9642857142857127,-1.1995093974843374
biotic_control,0.005461998422499082,0.8541871921182257,-1.2201079144110187
