org,max_slope,r2,intercept
DH,1.7543491973660064,0.998015383253879,18.610577593847072
p055,0.4685696431624285,0.9867607300991037,11.491951061827221
p022,0.2846299866178525,0.9564906003904763,10.691343068304109
p016,0.27995507843587775,0.9710441724975188,11.598215320886709
p010,0.27240330368038324,0.9654735088682354,10.740849147256803
p067,0.269886045428551,0.9531193527985434,10.598324382426894
p011,0.2675485913375646,0.9451759603399111,11.515865015219626
p007,0.2510066085398113,0.9737069310096725,11.04094229170734
p057,0.23320599661614325,0.921355315802493,10.953617404256883
p018,0.2190014679093772,0.9389154704944178,10.536232012215038
p034,0.21091028067134573,0.906250885056298,11.21912821510487
p005,0.19670575196457987,0.9558171479683116,11.223083906643465
p031,0.17045434448118982,0.9605917227226098,10.991915690516903
p069,0.16344198220822975,0.9682167317979149,11.180470320523165
p066,0.16272276556484802,0.9826040010797535,11.232613527168258
p043,0.15319314504005602,0.9829438050101551,10.99940753055212
p087,0.15049608262737826,0.9081099648933272,11.166685334858379
p006,0.12873977916511753,0.9173683268714599,10.800843802258813
p058,0.121008200248777,0.9643660907242373,10.89637974638785
p044,0.0792936349327045,0.9100726101435824,11.335881050213663
p075,0.07210146849889996,0.9105465321492271,11.265757427484045
