org,max_slope,r2,intercept
DH_bio3,2.793395610987348,0.9830527074782763,19.89025353693532
DH_bio1,1.561850408497472,0.9561064942834843,26.10776329707839
DH_bio2,1.0746128647939541,0.9335096963091473,34.19600616213628
p083_bio3,0.7870103357104152,0.9844137225474905,4.244704423241994
p017_bio2,0.6452374483225386,0.9939866198409473,3.789493887231518
p024_bio3,0.5957023430906294,0.9310441339231889,4.732582507099373
p095_bio3,0.5807564061672086,0.9989800997935895,3.7984614493855724
p017_bio3,0.5160618506272583,0.970291228541255,5.5610144394261285
p017_bio1,0.4972726727806718,0.9641932365489554,5.480946920193516
p079_bio2,0.44709702739490237,0.9797786384626844,3.9985234907747906
p079_bio3,0.4377024384716091,0.9951660543984643,5.150357029673089
p023_bio3,0.4050348906247039,0.9645249955440485,4.937840040847686
p047_bio3,0.38282949862419285,0.9569830547996516,4.5497438787361935
p083_bio2,0.3781322041625461,0.9526600211908705,5.376254190601365
p047_bio1,0.36404032077760656,0.9791594974342335,5.425433440192238
p024_bio1,0.3629727538545051,0.972038477924524,4.339006168115959
p023_bio2,0.3503754641619081,0.9081438098423125,5.4189568675254165
EV_bio3,0.34610519646950194,0.9866535745733024,4.832577942229878
p083_bio1,0.33735114770006946,0.9049342916108827,4.667816780431218
p024_bio2,0.3373511477000692,0.9791211808233865,3.7824479455390527
p047_bio2,0.331586286315322,0.9856838382593048,4.813219395357636
p079_bio1,0.32859709893063765,0.9677709458819875,3.8702019466179913
p094_bio1,0.31450521554569755,0.931574665160122,5.585995505426704
p094_bio3,0.31194305493025387,0.9417039033231743,4.917627440436967
p094_bio2,0.3038295463146821,0.9780257676563993,4.868875217615339
p023_bio1,0.2861079353911981,0.9529706473435419,5.556744171733722
EV_bio1,0.2664647040061307,0.994134567922248,4.5423420814026905
EV_bio2,0.20625392954320715,0.9111131361917344,4.362919667193432
p095_bio2,0.11166750015641475,0.9293013142472114,6.679966917092904
