org,max_slope,r2,intercept,pH,sec_slope,nm_slope
mean_2,0.04959449209405443,0.8890271840779398,0.8551646342649319,21_4degrees,4.132874341171202e-4,0.09891195010670316
mean_2,0.07616237257025878,0.9093402548952004,1.0600141314468796,25degrees,6.346864380854898e-4,0.15189930328131543
mean_2,0.09794166660325536,0.9175936630722812,0.4427878734733989,30degrees,8.16180555027128e-4,0.19533623254082957
mean_2,0.11527473758393512,0.9355893795911104,0.33799497595974987,35degrees,9.606228131994593e-4,0.22990555223031328
mean_2,0.1763162425288007,0.970233983641679,2.794235222331538e-4,40degrees,0.0014693020210733393,0.35164758519829376
mean_2,0.11441160797410868,0.9679004125624175,0.2397199908981699,45degrees,9.534300664509057e-4,0.22818411443958317
