org,max_slope,r2,intercept
DH_bio2,2.74798216767602,0.9935608283630274,13.003048906056897
DH_bio1,2.3806513498239736,0.981556597438975,14.596062365457914
DH_bio3,2.2686052130852317,0.9221665204667681,18.01500513006937
p012_bio2,0.31545489812012695,0.9873966533426328,-0.29548831965446404
Asti_bio2,0.2950220952615611,0.958450131680604,0.5537892224730399
p006_bio3,0.23031821954276957,0.9888469322196192,0.629649659261846
Asti_bio1,0.19611730105660163,0.9884874053511795,0.5454322478887613
Asti_bio3,0.15443689031750296,0.988558185479275,1.4068274031634687
p082_bio3,0.14810648206991037,0.9090298694762087,0.8988904879309034
p071_bio3,0.1416925040764751,0.9644156924304869,1.0261184618310875
p006_bio2,0.11680961225177998,0.9473026582915965,1.017448100699899
p059_bio1,0.10868245446856739,0.9844681301554803,-1.2521320927535062
p059_bio3,0.10504717052440533,0.9515940713914322,0.4513605706517106
p035_bio2,0.1046502142316521,0.9238320089267875,1.2726770686493065
p012_bio1,0.09689912030473191,0.9298577486114056,1.3598472777088388
p012_bio3,0.09403685650961585,0.9853715530865106,1.384402854695651
p006_bio1,0.08908534906842967,0.9732408359027065,1.5206702894378303
EV_bio3,0.07575597460650232,0.9845100690840854,1.6039684336066455
p082_bio2,0.06406874565038624,0.9201843633869852,1.5130905134898862
N41_bio3,0.05093576009118934,0.90340304931863,1.3318096279785798
p059_bio2,0.04989113826815412,0.9301771441620731,0.6744848279065173
EV_bio2,0.03986276876701763,0.9491646330016902,1.7395185613636768
p035_bio1,0.03626926969577709,0.9015663828005032,1.5385472509027034
p071_bio1,0.028309251404249895,0.924894485719158,1.7035487499238366
EV_bio1,0.028163004349024977,0.9095100172181365,1.4829872982082137
N41_bio1,0.02101779107946526,0.9581375680076738,1.458396900493968
