org,max_slope,r2,intercept
DH_bio2,4.415865395826749,0.9996965512207965,29.297630161782035
DH_bio3,4.4098390496890945,0.9901443170370106,35.99330247712393
DH_bio1,4.114548088944089,0.997023945194796,34.353734571273066
p006_bio2,1.778736325989715,0.9999835202119061,-9.096863891461117
p006_bio3,1.5962585649415753,0.9999040172300778,-6.833046877031192
p006_bio1,1.246007327421175,0.9995187686402802,-4.670713531559486
p082_bio3,0.2632307992926915,0.9976106816584681,0.9041387534607558
Asti_bio1,0.25648129161851985,0.9887186175415716,0.47779485204225247
Asti_bio2,0.25286548393592734,0.993459998465212,-0.32210215862889835
p059_bio2,0.25045494548086666,0.9969548600796379,-1.9386895978748417
p082_bio1,0.23406328398644966,0.9859689240180914,0.8102884562770393
Asti_bio3,0.23020642245835188,0.998780761585959,1.0513423017831662
p012_bio2,0.2232158609386746,0.9957991390790004,-0.4051050327648661
N41_bio3,0.2169484609555146,0.9934830780804108,1.0710283658328346
p012_bio1,0.1935662379414204,0.9691445204570106,0.9115310713896126
N41_bio1,0.18006722259307748,0.9788858774307293,-0.6701839115397651
EV_bio3,0.17066612261833827,0.9932838384105261,0.8042621101393858
EV_bio2,0.153310245741897,0.9995123879810227,0.3842659599858798
p035_bio2,0.15306919189639082,0.9984153120473425,1.1196408913432367
p082_bio2,0.14853737960087582,0.9967403099981572,0.8726089104685562
p059_bio1,0.14631968422221925,0.9898555980925514,-0.6480069577531935
p071_bio3,0.14005228423905994,0.9949382758502117,1.2073041398256363
p071_bio2,0.137882799629505,0.9983035332885825,0.17326349388617795
p059_bio3,0.1374006919384927,0.9965850067481903,0.14899740677189602
p035_bio1,0.1347490996379252,0.9989216318310415,-0.32491445349314796
p012_bio3,0.12534799966318627,0.9891235428961617,0.569234610770912
p035_bio3,0.11425952276990435,0.9976141140252205,0.9153879329177107
N41_bio2,0.1118489843148432,0.953593574676667,0.7656934948584051
EV_bio1,0.09690364589346315,0.9942414174972316,0.6447648156961655
p071_bio1,0.08798465360973673,0.994971309077783,0.8018515716843205
